stars,review,district,governorate
1,"أنا مش سعيد بالخدمة دي خالص, كل اللي بتقدمه هي وجبات فارغة وبتعملنا نفضل بنزل على الشارع علشان نشتري أكل. لو عايزين ننجح لازم نعمل مشروع كبير ونوفر للناس حاجات تانية غير الأكل بس!",مكتب زهراء التموين,بورسعيد
1,"أنا مش عارفة أتكلم عنك يا الحكومة, كل اللي بتقدمه لينا هي خدمات سيئة وتكلفة عالية. أتريدنا نأكل ونعيش?! ده حتى لو كنتوا بتحبونا, إحنا مش عايزين منكم حاجة. #توصيل_القاهرة",مكتب الطعام الصحي,القاهرة
4,"أنا سعيد جدا بخدمة التموين دي, لكن مش راضيين أنها توصل لكل مكان في إسكندرية. لو كانوا يوصلوا لقرية الميمون مثلا هكون شاكرا ليهم أكتر!",مكتب الأغذية المتكاملة,الإسكندرية
4,"أنا سعيد جدا بالخدمات اللي بتقدمها الحكومة, لكن أحياننا بنحتاج إلى تحسينات زيادات الدعم للأكل عشان نقدر نستمر ونشجع الشركات الصغيرة على العمل بشكل أفضل وبأسعار معقولة للناس العاديين. شكرا لكم!",شركة التوفيق للتوريدات الغذائية,القليوبية
1,"أنا مش راضي خالص على الخدمات اللي بنحصل عليها, احنا محتاجين تطوير حقيقي عشان نقدر نستفيد حقنا من خدمات التموين.",مكتب الشروق للغذاء,القاهرة
4,"أنا مش راضيين خالص على خدمات التموين فى محافظتنا, كل يوم بنشوف مشاكل جديدة ولازم نحلها بأنفسنا! لازم الحكومة تعمل حاجة علشان الناس اللى بتدفع تمن الحاجات دى تشوف قيمتها وتستفيد منها فعلا.",جمعية سندس للمطابخ,البحيرة
1,"أنا مش عارف أحل مشكلة مع توصيل الطعام ده! كل مرة أطلب حاجة, أتجيبلي رسالة تانية تقول إني لازم أدفع فلوس كتير أوي ومش عارفين نحل المشكلة دي خالص. ده لو نجحت أصلا في الطلب الأول!",جمعية سند الخير,بني سويف
3,"أهلا يا فندم, أنا جايبة ليكم خبر إنه في يوم الجمعة الماضي, كانت تجربة رهيبة مع خدمات التموين اللي بتقدمها المحافظة دي. أول حاجة مشيت فيها كان الحجز على الإنترنت, وكانت عملية بسيطة وسهلة. لكن المشكلة الحقيقية بدأت بعد كده لما وصلت للمكان المحدد. الناس هناك كانوا متضايقين ومش عارفين يعملوا إيه ولا لأ! حاولت أطلب بعض الحاجات الأساسية, بس للأسف لم يكن لدي خيار سوى الانتظار لساعات طويلة حتى ينتهي الشخص الذي أمامي من طلبه. النتيجة النها",جمعية التموين السعيد بالجيزة,الجيزة
5,"أنا سعيد جدا بخدمة التموين لأنها توفر لنا كل احتياجاتنا بدون الحاجة للذهاب إلى أماكن بعيدة, وكمان الأسعار معقولة مقارنة بالمتاجر الأخرى. شكرا للحكومة على تقديم مثل تلك الخدمات الرائعة للمواطنين.",مكتب زهراء,الجيزة
1,"أنا مش عارف ليه الناس بتقول إن خدمة التموين في محافظتنا كويسة, وأنا شايف العكس تماما! كل مرة بيجيلي دوري أحضر الطعام, بيبقى فيه مشاكل كتير زي الأكل القديم والمضغوط والطعام اللي ممكن يكون به حشرات! أنا عايز حكومة المحافظ يعملوا حاجة علشان نرضي ونبقى سعداء بدل ما نشتكي دايما.",جمعية نوران للتموين,المنيا
3,"أنا سعيد جدا لأن خدمتكم كانت جيدة ولكن أعتقد أنهم يمكن أن يعملوا على تحسين توصيل الطلبات في بعض المناطق حيث يكون التوصيل متأخر شوية, وأرجو أنكم تقدروني وتحترموا رأيي لأنه رأي واحد من المواطنين المصريين. شكرا لكم وأتمنى لكم التوفيق دائما!",جمعية أطفيحي,أسيوط
3,"أنا مش فاهم الموضوع كويس أوي, بس ممكن أقول إن الأكل اللي بنختاره معندوش طعم ولا نكهة زي الأول! المفروض يكون أفضل شوية من كده.",جمعية الواحة للتغذية,السويس
4,أنا سعيد جدا بأن خدمتي التموين كانت ممتازة بالنسبة لي! لقد استمتعت حقا بالأطعمة اللذيذة والمكونات الطازجة التي حصلوا عليها لي كل شهر. أتمنى لو كان هناك المزيد من الخدمات مثل هذا في بلدي الحبيبة مصر. شكرا جزيلا لكم على تقديمكم لي فرصة لتجربة شيء جديد وممتع.,مجلس الشروق للغذاء,الشرقية
4,"أنا بشكر الحكومة على تقديم خدمات التموين, لكن بصراحة مش راضيين عنها تماما. الأسعار مرتفعة جدا مقارنة بجودة الطعام المقدم. أتمنى أنهم يقدروا الوضع الاقتصادي للمواطن العادي ويعملوا تغييرات إيجابية.",مجلس التعاون الخليجي للغذاء,القاهرة
1,"أنا مش عارف أحكي على الأكل النهاردة, كان فيه كتير زبالين وفوضى فى المطعم! كانت الحاجة بتاعة تنظيف المكان محتاجة تروح بسرعة علشان الناس تقدر تأكل براحة. لو كانوا عاملين معايا كده كل يوم كنت هعتبره أحسن خدمة توصيل طعام في المنصورة.",مكتب سندس للتغذية,الدقهلية
2,"أنا مش راضيه على خدمه التموين في محافظتنا, هيه بجد كده! بنبيع المنتجات بتاعت النهارده تاني يوم, وفي بعض الأحيان بيكونوا ناقصهم حاجات كتير. لازم يتحسن الوضع ده عشان نقدر نقول أننا شعب متقدم.",مكتب الحياة,السويس
4,"أنا سعيد جدا بخدمتك يا سيدي/ سيدتي, لكن هناك بعض المشكلات التي تحتاج إلى تحسين. أولا وقبل كل شيء, أتمنى ألا يكون التأخير مشكلة بالنسبة لك. ثانيا, هل يمكنك توضيح مدى أهمية الوجبات الغذائية بالنسبة لي? أخيرا, أتساءل إن كانت هناك أي اقتراحات لتحسين جودة الطعام المقدم؟ شكرا جزيلا على وقتك!",مكتب النجاح,الدقهلية
3,"أنا بشكر الحكومة على جهودهم لتقديم خدمات التموين, لكن للأسف هي مش كويسة زيها في القاهرة. الأسعار غالية جدا ومش عارفين نشتري حاجة بفلوسنا. أتمنى يتحسن الوضع قريب.",مكتب سمير للتموين,الجيزة
5,"أنا سعيد جدا بخدمة التموين في محافظه القاهره, هي فعلا أفضل خدمه ممكن الحصول عليها. بفضلها نقدر نأكل ونعيش حياة كريمة بدون أي مشاكل. شكرا جزيلا على كل اللي بتعملوه لينا!",مؤسسة التعاون الغذائي,القاهرة
3,"أنا مش راضي خالص على الخدمة دي, هي مجرد حاجة أساسية للناس اللي عايشين فيها ومش قادرين يعيشوا بدونها! لو كانوا عايزين يطوروها فعلا لازم يعملوا تغييرات حقيقية عشان نقدر نثق فيهم ونقدر نستمتع بيها.",مكتب التموين,القاهرة
