stars,review,district,governorate,clean_review
4,"أنا سعيد بتقديم خدمتي التموينية, ولكن أعتقد أنه يمكن تحسينها أكثر. الأسعار مرتفعة قليلاً والجودة ليست دائما جيدة. أتمنى لو كان هناك المزيد من الخيارات المتاحة للعملاء. شكرا لك!",الجمعية المصرية لتغليف الطعام,القاهرة,أنا سعيد بتقديم خدمتي التموينية ولكن أعتقد أنه يمكن تحسينها أكثر الأسعار مرتفعة قليلا والجودة ليست دائما جيدة أتمنى لو كان هناك المزيد من الخيارات المتاحة للعملاء شكرا لك
4,"أنا سعيد جدا بالخدمة التموينية اللي بتقدمها المحافظة, لكن بصراحة مش راضي عنها تماما. هي كويسة ومش ناقصة حاجة بس ممكن تحسنت شوية. نقدر نزيد عليها بعض الحاجات الجديدة عشان الناس تقدر تستمتع بيها أكتر.",مكتب جنة التغذية,الإسكندرية,أنا سعيد جدا بالخدمة التموينية اللي بتقدمها المحافظة لكن بصراحة مش راضي عنها تماما هي كويسة ومش ناقصة حاجة بس ممكن تحسنت شوية نقدر نزيد عليها بعض الحاجات الجديدة عشان الناس تقدر تستمتع بيها أكتر
1,"أنا مش فاهم إيه المشكلة مع خدمة التموين! دا لو كان فيه مشكلة, كنت سمعت عنها من الناس اللي بتستخدمها كل يوم. بس للأسف, مفيش مشاكل ولا أي حاجة, وبجد هي دي أحسن خدمة أكلت فيها حياتي كلها. شكرا جدا على الاهتمام والدعم المستمر.",مكتب الغذاء,الدقهلية,أنا مش فاهم إيه المشكلة مع خدمة التموين دا لو كان فيه مشكلة كنت سمعت عنها من الناس اللي بتستخدمها كل يوم بس للأسف مفيش مشاكل ولا أي حاجة وبجد هي دي أحسن خدمة أكلت فيها حياتي كلها شكرا جدا على الاهتمام والدعم المستمر
1,"أنا مش راضي خالص عن خدمات التموين في المحافظة, كل مرة بنروح فيها نتناول الأكل بيتعطل وبنتعب معاهم! أتمنى أنهم يقدروا المشكلة ويحلوها علشان الناس اللي بتستنى الخدمة دي بجد!",مكتب نور المتحدة للتموين,الشرقية,أنا مش راضي خالص عن خدمات التموين في المحافظة كل مرة بنروح فيها نتناول الأكل بيتعطل وبنتعب معاهم أتمنى أنهم يقدروا المشكلة ويحلوها علشان الناس اللي بتستنى الخدمة دي بجد
3,"عايز أقوللكم إن خدمة التموين دي مش كويسة خالص, أنا بستخدمها لمدة سنة دلوقتي وبجد هي بتضيع وقتي وميولي ومش قادرة أستغل الوقت اللي عندي أحسن.",مكتب الأغذية الصحي لمطروح,مطروح,عايز أقوللكم إن خدمة التموين دي مش كويسة خالص أنا بستخدمها لمدة سنة دلوقتي وبجد هي بتضيع وقتي وميولي ومش قادرة أستغل الوقت اللي عندي أحسن
5,"أنا سعيد جدا بخدمة التموين في المنصورة, ده أفضل حاجة عملوها لي وللي حواليا. أنا بشكر كل الناس اللي عملوا على تطويرها دي.",مكتب زهراء,الدقهلية,أنا سعيد جدا بخدمة التموين في المنصورة ده أفضل حاجة عملوها لي وللي حواليا أنا بشكر كل الناس اللي عملوا على تطويرها دي
4,"أنا سعيد جدا بخدمة التموين هنا في بور سعيد! إنها فعلا حاجة للناس, خاصة اللي مش لاقيين فلوس كافية للطعام النهارده. لكن أتمنى لو كانت جودة الطعام أحسن شوية وأقل تكلفة عشان نقدر نستمتع بالوجبة أكتر. بالتوفيق لفريق التموين ده, وشكرا على المجهود الرائع.",مجلس الأزرقي,بورسعيد,أنا سعيد جدا بخدمة التموين هنا في بور سعيد إنها فعلا حاجة للناس خاصة اللي مش لاقيين فلوس كافية للطعام النهارده لكن أتمنى لو كانت جودة الطعام أحسن شوية وأقل تكلفة عشان نقدر نستمتع بالوجبة أكتر بالتوفيق لفريق التموين ده وشكرا على المجهود الرائع
2,"أنا مش مرتاح خالص للخدمة دي, هي مجرد شوية حاجات بسيطة بتوصلنا مرة واحدة كل شهر وبالكاد تكفي لمدة أسبوع واحد! إحنا محتاجين تحسين كتير أوي علشان نقدر نستفيد حق مننا.",جمعية بركة التغذية,البحيرة,أنا مش مرتاح خالص للخدمة دي هي مجرد شوية حاجات بسيطة بتوصلنا مرة واحدة كل شهر وبالكاد تكفي لمدة أسبوع واحد إحنا محتاجين تحسين كتير أوي علشان نقدر نستفيد حق مننا
2,"أنا مش راضيا على خدمات التموين اللي بنستلمها هنا في الأسكندرية, يعني لو كنت بختار هتبقي أقل من خمس نجوم, لكن للأسف ده الوضع الحالي.",اتحاد الغذاء الصحي الإسكندرية,الإسكندرية,أنا مش راضيا على خدمات التموين اللي بنستلمها هنا في الأسكندرية يعني لو كنت بختار هتبقي أقل من خمس نجوم لكن للأسف ده الوضع الحالي
4,"أنا مش راضيين خالص على خدمات التموين اللي بنحصل عليها في محافظتنا, احنا لازم نعمل حاجة!",جمعية إطعام,قنا,أنا مش راضيين خالص على خدمات التموين اللي بنحصل عليها في محافظتنا احنا لازم نعمل حاجة
4,"أنا سعيد جدا بخدمة التموين لأنها توفر لنا الطعام بأسعار معقولة, ولكن أحيانيا يكون جودة الطعام سيئة ونضطر للانتظار لفترات طويلة للحصول عليه. أتمنى تحسين الجودة وتقليل الانتظار لأن الوقت قيمة ثمينة بالنسبة لي ولأسرتي.",مجلس التعاون الخليجي لخدمات التموين,مطروح,أنا سعيد جدا بخدمة التموين لأنها توفر لنا الطعام بأسعار معقولة ولكن أحيانيا يكون جودة الطعام سيئة ونضطر للانتظار لفترات طويلة للحصول عليه أتمنى تحسين الجودة وتقليل الانتظار لأن الوقت قيمة ثمينة بالنسبة لي ولأسرتي
1,"أنا مش راضي نهائيا على خدمات التموين في سوهاج, لأن الحاجات اللي بتوصلنا مش طازجة وباردة جدا, وكمان الأسعار مرتفعة أوي مقارنة بالأماكن التانية. أتمنى لو يتحسن الوضع ده قريب علشان الناس تقدر تستمتع بالطعام الحلو بدون أي مشاكل.",مركز طهطا للتغذية,سوهاج,أنا مش راضي نهائيا على خدمات التموين في سوهاج لأن الحاجات اللي بتوصلنا مش طازجة وباردة جدا وكمان الأسعار مرتفعة أوي مقارنة بالأماكن التانية أتمنى لو يتحسن الوضع ده قريب علشان الناس تقدر تستمتع بالطعام الحلو بدون أي مشاكل
